page,url,ss,source_query,URL_STRUCTURE_PASS,WANDROZ_QUERY_MATCH,BOOKING_DESTINATION_VERIFIED,AFFILIATE_ATTRIBUTION_VERIFIED,destination_class,notes
berlin/kollnische-vorstadt-spindlersfeld,https://www.booking.com/searchresults.html?ss=K%C3%B6llnische%20Vorstadt/%20Spindlersfeld%2C%20Berlin%2C%20Germany,"Köllnische Vorstadt/ Spindlersfeld, Berlin, Germany","Köllnische Vorstadt/ Spindlersfeld, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/kopenick-nord,https://www.booking.com/searchresults.html?ss=K%C3%B6penick%20Nord%2C%20Berlin%2C%20Germany,"Köpenick Nord, Berlin, Germany","Köpenick Nord, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/kopenick-sud,https://www.booking.com/searchresults.html?ss=K%C3%B6penick%20S%C3%BCd%2C%20Berlin%2C%20Germany,"Köpenick Süd, Berlin, Germany","Köpenick Süd, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/lankwitz,https://www.booking.com/searchresults.html?ss=Lankwitz%2C%20Berlin%2C%20Germany,"Lankwitz, Berlin, Germany","Lankwitz, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/lichtenrade-nord,https://www.booking.com/searchresults.html?ss=Lichtenrade%20Nord%2C%20Berlin%2C%20Germany,"Lichtenrade Nord, Berlin, Germany","Lichtenrade Nord, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/lichtenrade-sud,https://www.booking.com/searchresults.html?ss=Lichtenrade%20S%C3%BCd%2C%20Berlin%2C%20Germany,"Lichtenrade Süd, Berlin, Germany","Lichtenrade Süd, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/lietzenburger-strasse,https://www.booking.com/searchresults.html?ss=Lietzenburger%20Stra%C3%9Fe%2C%20Berlin%2C%20Germany,"Lietzenburger Straße, Berlin, Germany","Lietzenburger Straße, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/mahlsdorf,https://www.booking.com/searchresults.html?ss=Mahlsdorf%2C%20Berlin%2C%20Germany,"Mahlsdorf, Berlin, Germany","Mahlsdorf, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/malchow-wartenberg-und-falkenberg,https://www.booking.com/searchresults.html?ss=Malchow%2C%20Wartenberg%20und%20Falkenberg%2C%20Berlin%2C%20Germany,"Malchow, Wartenberg und Falkenberg, Berlin, Germany","Malchow, Wartenberg und Falkenberg, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/mariendorf-nord,https://www.booking.com/searchresults.html?ss=Mariendorf%20Nord%2C%20Berlin%2C%20Germany,"Mariendorf Nord, Berlin, Germany","Mariendorf Nord, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/mariendorf-sud,https://www.booking.com/searchresults.html?ss=Mariendorf%20S%C3%BCd%2C%20Berlin%2C%20Germany,"Mariendorf Süd, Berlin, Germany","Mariendorf Süd, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/marienfelde-nord,https://www.booking.com/searchresults.html?ss=Marienfelde%20Nord%2C%20Berlin%2C%20Germany,"Marienfelde Nord, Berlin, Germany","Marienfelde Nord, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/marienfelde-sud,https://www.booking.com/searchresults.html?ss=Marienfelde%20S%C3%BCd%2C%20Berlin%2C%20Germany,"Marienfelde Süd, Berlin, Germany","Marienfelde Süd, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/marzahn-mitte,https://www.booking.com/searchresults.html?ss=Marzahn%20Mitte%2C%20Berlin%2C%20Germany,"Marzahn Mitte, Berlin, Germany","Marzahn Mitte, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/marzahn-nord,https://www.booking.com/searchresults.html?ss=Marzahn%20Nord%2C%20Berlin%2C%20Germany,"Marzahn Nord, Berlin, Germany","Marzahn Nord, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/marzahn-sud,https://www.booking.com/searchresults.html?ss=Marzahn%20S%C3%BCd%2C%20Berlin%2C%20Germany,"Marzahn Süd, Berlin, Germany","Marzahn Süd, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/mierendorffplatz,https://www.booking.com/searchresults.html?ss=Mierendorffplatz%2C%20Berlin%2C%20Germany,"Mierendorffplatz, Berlin, Germany","Mierendorffplatz, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/moabit-ost,https://www.booking.com/searchresults.html?ss=Moabit%20Ost%2C%20Berlin%2C%20Germany,"Moabit Ost, Berlin, Germany","Moabit Ost, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/moabit-west,https://www.booking.com/searchresults.html?ss=Moabit%20West%2C%20Berlin%2C%20Germany,"Moabit West, Berlin, Germany","Moabit West, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/muggelheim,https://www.booking.com/searchresults.html?ss=M%C3%BCggelheim%2C%20Berlin%2C%20Germany,"Müggelheim, Berlin, Germany","Müggelheim, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/mv-nord,https://www.booking.com/searchresults.html?ss=MV%20Nord%2C%20Berlin%2C%20Germany,"MV Nord, Berlin, Germany","MV Nord, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/mv-sud,https://www.booking.com/searchresults.html?ss=MV%20S%C3%BCd%2C%20Berlin%2C%20Germany,"MV Süd, Berlin, Germany","MV Süd, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/neu-hohenschonhausen-nord,https://www.booking.com/searchresults.html?ss=Neu-Hohensch%C3%B6nhausen%20Nord%2C%20Berlin%2C%20Germany,"Neu-Hohenschönhausen Nord, Berlin, Germany","Neu-Hohenschönhausen Nord, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/neu-hohenschonhausen-sud,https://www.booking.com/searchresults.html?ss=Neu-Hohensch%C3%B6nhausen%20S%C3%BCd%2C%20Berlin%2C%20Germany,"Neu-Hohenschönhausen Süd, Berlin, Germany","Neu-Hohenschönhausen Süd, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/neukollner-mitte-zentrum,https://www.booking.com/searchresults.html?ss=Neuk%C3%B6llner%20Mitte/Zentrum%2C%20Berlin%2C%20Germany,"Neuköllner Mitte/Zentrum, Berlin, Germany","Neuköllner Mitte/Zentrum, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/neu-lichtenberg,https://www.booking.com/searchresults.html?ss=Neu-Lichtenberg%2C%20Berlin%2C%20Germany,"Neu-Lichtenberg, Berlin, Germany","Neu-Lichtenberg, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/niederschoneweide,https://www.booking.com/searchresults.html?ss=Niedersch%C3%B6neweide%2C%20Berlin%2C%20Germany,"Niederschöneweide, Berlin, Germany","Niederschöneweide, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/nord-1-frohnau-hermsdorf,https://www.booking.com/searchresults.html?ss=Nord%201%20-%20Frohnau/%20Hermsdorf%2C%20Berlin%2C%20Germany,"Nord 1 - Frohnau/ Hermsdorf, Berlin, Germany","Nord 1 - Frohnau/ Hermsdorf, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/nord-2-waidmannslust-wittenau-lubars,https://www.booking.com/searchresults.html?ss=Nord%202%20%E2%80%93%20Waidmannslust/%20Wittenau/%20L%C3%BCbars%2C%20Berlin%2C%20Germany,"Nord 2 – Waidmannslust/ Wittenau/ Lübars, Berlin, Germany","Nord 2 – Waidmannslust/ Wittenau/ Lübars, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/nordliche-luisenstadt,https://www.booking.com/searchresults.html?ss=N%C3%B6rdliche%20Luisenstadt%2C%20Berlin%2C%20Germany,"Nördliche Luisenstadt, Berlin, Germany","Nördliche Luisenstadt, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/oberschoneweide,https://www.booking.com/searchresults.html?ss=Obersch%C3%B6neweide%2C%20Berlin%2C%20Germany,"Oberschöneweide, Berlin, Germany","Oberschöneweide, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/osloer-strasse,https://www.booking.com/searchresults.html?ss=Osloer%20Stra%C3%9Fe%2C%20Berlin%2C%20Germany,"Osloer Straße, Berlin, Germany","Osloer Straße, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/ost-1-reginhardstrasse,https://www.booking.com/searchresults.html?ss=Ost%201%20-%20Reginhardstra%C3%9Fe%2C%20Berlin%2C%20Germany,"Ost 1 - Reginhardstraße, Berlin, Germany","Ost 1 - Reginhardstraße, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/ost-2-alt-reinickendorf,https://www.booking.com/searchresults.html?ss=Ost%202%20-%20Alt-Reinickendorf%2C%20Berlin%2C%20Germany,"Ost 2 - Alt-Reinickendorf, Berlin, Germany","Ost 2 - Alt-Reinickendorf, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/ostpreussendamm,https://www.booking.com/searchresults.html?ss=Ostpreu%C3%9Fendamm%2C%20Berlin%2C%20Germany,"Ostpreußendamm, Berlin, Germany","Ostpreußendamm, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/otto-suhr-allee-kantstrasse,https://www.booking.com/searchresults.html?ss=Otto-Suhr-Allee/%20Kantstra%C3%9Fe%2C%20Berlin%2C%20Germany,"Otto-Suhr-Allee/ Kantstraße, Berlin, Germany","Otto-Suhr-Allee/ Kantstraße, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/pankow-sud,https://www.booking.com/searchresults.html?ss=Pankow%20S%C3%BCd%2C%20Berlin%2C%20Germany,"Pankow Süd, Berlin, Germany","Pankow Süd, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/pankow-zentrum,https://www.booking.com/searchresults.html?ss=Pankow%20Zentrum%2C%20Berlin%2C%20Germany,"Pankow Zentrum, Berlin, Germany","Pankow Zentrum, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/parkviertel,https://www.booking.com/searchresults.html?ss=Parkviertel%2C%20Berlin%2C%20Germany,"Parkviertel, Berlin, Germany","Parkviertel, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/planterwald,https://www.booking.com/searchresults.html?ss=Pl%C3%A4nterwald%2C%20Berlin%2C%20Germany,"Plänterwald, Berlin, Germany","Plänterwald, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/prenzlauer-berg-nord,https://www.booking.com/searchresults.html?ss=Prenzlauer%20Berg%20Nord%2C%20Berlin%2C%20Germany,"Prenzlauer Berg Nord, Berlin, Germany","Prenzlauer Berg Nord, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/prenzlauer-berg-nordwest,https://www.booking.com/searchresults.html?ss=Prenzlauer%20Berg%20Nordwest%2C%20Berlin%2C%20Germany,"Prenzlauer Berg Nordwest, Berlin, Germany","Prenzlauer Berg Nordwest, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/prenzlauer-berg-ost,https://www.booking.com/searchresults.html?ss=Prenzlauer%20Berg%20Ost%2C%20Berlin%2C%20Germany,"Prenzlauer Berg Ost, Berlin, Germany","Prenzlauer Berg Ost, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/prenzlauer-berg-sud,https://www.booking.com/searchresults.html?ss=Prenzlauer%20Berg%20S%C3%BCd%2C%20Berlin%2C%20Germany,"Prenzlauer Berg Süd, Berlin, Germany","Prenzlauer Berg Süd, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/prenzlauer-berg-sudwest,https://www.booking.com/searchresults.html?ss=Prenzlauer%20Berg%20S%C3%BCdwest%2C%20Berlin%2C%20Germany,"Prenzlauer Berg Südwest, Berlin, Germany","Prenzlauer Berg Südwest, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/rahnsdorf,https://www.booking.com/searchresults.html?ss=Rahnsdorf%2C%20Berlin%2C%20Germany,"Rahnsdorf, Berlin, Germany","Rahnsdorf, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/regierungsviertel,https://www.booking.com/searchresults.html?ss=Regierungsviertel%2C%20Berlin%2C%20Germany,"Regierungsviertel, Berlin, Germany","Regierungsviertel, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/reuterstrasse,https://www.booking.com/searchresults.html?ss=Reuterstra%C3%9Fe%2C%20Berlin%2C%20Germany,"Reuterstraße, Berlin, Germany","Reuterstraße, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/rixdorf,https://www.booking.com/searchresults.html?ss=Rixdorf%2C%20Berlin%2C%20Germany,"Rixdorf, Berlin, Germany","Rixdorf, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/rollbergesiedlung,https://www.booking.com/searchresults.html?ss=Rollbergesiedlung%2C%20Berlin%2C%20Germany,"Rollbergesiedlung, Berlin, Germany","Rollbergesiedlung, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/rudow,https://www.booking.com/searchresults.html?ss=Rudow%2C%20Berlin%2C%20Germany,"Rudow, Berlin, Germany","Rudow, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/rummelsburger-bucht,https://www.booking.com/searchresults.html?ss=Rummelsburger%20Bucht%2C%20Berlin%2C%20Germany,"Rummelsburger Bucht, Berlin, Germany","Rummelsburger Bucht, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/schillerpromenade,https://www.booking.com/searchresults.html?ss=Schillerpromenade%2C%20Berlin%2C%20Germany,"Schillerpromenade, Berlin, Germany","Schillerpromenade, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/schloss-charlottenburg,https://www.booking.com/searchresults.html?ss=Schloss%20Charlottenburg%2C%20Berlin%2C%20Germany,"Schloss Charlottenburg, Berlin, Germany","Schloss Charlottenburg, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/schlossstrasse,https://www.booking.com/searchresults.html?ss=Schlo%C3%9Fstra%C3%9Fe%2C%20Berlin%2C%20Germany,"Schloßstraße, Berlin, Germany","Schloßstraße, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/schmargendorf,https://www.booking.com/searchresults.html?ss=Schmargendorf%2C%20Berlin%2C%20Germany,"Schmargendorf, Berlin, Germany","Schmargendorf, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/schmockwitz,https://www.booking.com/searchresults.html?ss=Schm%C3%B6ckwitz%2C%20Berlin%2C%20Germany,"Schmöckwitz, Berlin, Germany","Schmöckwitz, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/schoneberg-nordost,https://www.booking.com/searchresults.html?ss=Sch%C3%B6neberg%20Nordost%2C%20Berlin%2C%20Germany,"Schöneberg Nordost, Berlin, Germany","Schöneberg Nordost, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/schoneberg-nordwest,https://www.booking.com/searchresults.html?ss=Sch%C3%B6neberg%20Nordwest%2C%20Berlin%2C%20Germany,"Schöneberg Nordwest, Berlin, Germany","Schöneberg Nordwest, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/schoneberg-sudost,https://www.booking.com/searchresults.html?ss=Sch%C3%B6neberg%20S%C3%BCdost%2C%20Berlin%2C%20Germany,"Schöneberg Südost, Berlin, Germany","Schöneberg Südost, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/schoneberg-sudwest,https://www.booking.com/searchresults.html?ss=Sch%C3%B6neberg%20S%C3%BCdwest%2C%20Berlin%2C%20Germany,"Schöneberg Südwest, Berlin, Germany","Schöneberg Südwest, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/schonholz-wilhelmsruh-rosenthal,https://www.booking.com/searchresults.html?ss=Sch%C3%B6nholz/%20Wilhelmsruh/%20Rosenthal%2C%20Berlin%2C%20Germany,"Schönholz/ Wilhelmsruh/ Rosenthal, Berlin, Germany","Schönholz/ Wilhelmsruh/ Rosenthal, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/siemensstadt,https://www.booking.com/searchresults.html?ss=Siemensstadt%2C%20Berlin%2C%20Germany,"Siemensstadt, Berlin, Germany","Siemensstadt, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/spandau-mitte,https://www.booking.com/searchresults.html?ss=Spandau%20Mitte%2C%20Berlin%2C%20Germany,"Spandau Mitte, Berlin, Germany","Spandau Mitte, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/sudliche-friedrichstadt,https://www.booking.com/searchresults.html?ss=S%C3%BCdliche%20Friedrichstadt%2C%20Berlin%2C%20Germany,"Südliche Friedrichstadt, Berlin, Germany","Südliche Friedrichstadt, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/sudliche-luisenstadt,https://www.booking.com/searchresults.html?ss=S%C3%BCdliche%20Luisenstadt%2C%20Berlin%2C%20Germany,"Südliche Luisenstadt, Berlin, Germany","Südliche Luisenstadt, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/teltower-damm,https://www.booking.com/searchresults.html?ss=Teltower%20Damm%2C%20Berlin%2C%20Germany,"Teltower Damm, Berlin, Germany","Teltower Damm, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/tempelhof-nord,https://www.booking.com/searchresults.html?ss=Tempelhof%20Nord%2C%20Berlin%2C%20Germany,"Tempelhof Nord, Berlin, Germany","Tempelhof Nord, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/tempelhof-sudost,https://www.booking.com/searchresults.html?ss=Tempelhof%20S%C3%BCdost%2C%20Berlin%2C%20Germany,"Tempelhof Südost, Berlin, Germany","Tempelhof Südost, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/tempelhof-sudwest,https://www.booking.com/searchresults.html?ss=Tempelhof%20S%C3%BCdwest%2C%20Berlin%2C%20Germany,"Tempelhof Südwest, Berlin, Germany","Tempelhof Südwest, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/tempelhofer-vorstadt,https://www.booking.com/searchresults.html?ss=Tempelhofer%20Vorstadt%2C%20Berlin%2C%20Germany,"Tempelhofer Vorstadt, Berlin, Germany","Tempelhofer Vorstadt, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/tiergarten-sud,https://www.booking.com/searchresults.html?ss=Tiergarten%20S%C3%BCd%2C%20Berlin%2C%20Germany,"Tiergarten Süd, Berlin, Germany","Tiergarten Süd, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/volkspark-wilmersdorf,https://www.booking.com/searchresults.html?ss=Volkspark%20Wilmersdorf%2C%20Berlin%2C%20Germany,"Volkspark Wilmersdorf, Berlin, Germany","Volkspark Wilmersdorf, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/wedding-zentrum,https://www.booking.com/searchresults.html?ss=Wedding%20Zentrum%2C%20Berlin%2C%20Germany,"Wedding Zentrum, Berlin, Germany","Wedding Zentrum, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/weissensee,https://www.booking.com/searchresults.html?ss=Wei%C3%9Fensee%2C%20Berlin%2C%20Germany,"Weißensee, Berlin, Germany","Weißensee, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/weissensee-ost,https://www.booking.com/searchresults.html?ss=Wei%C3%9Fensee%20Ost%2C%20Berlin%2C%20Germany,"Weißensee Ost, Berlin, Germany","Weißensee Ost, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/west-1-tegel-sud-flughafensee,https://www.booking.com/searchresults.html?ss=West%201%20-%20Tegel-S%C3%BCd/Flughafensee%2C%20Berlin%2C%20Germany,"West 1 - Tegel-Süd/Flughafensee, Berlin, Germany","West 1 - Tegel-Süd/Flughafensee, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/west-2-heiligensee-konradshohe,https://www.booking.com/searchresults.html?ss=West%202%20-%20Heiligensee/Konradsh%C3%B6he%2C%20Berlin%2C%20Germany,"West 2 - Heiligensee/Konradshöhe, Berlin, Germany","West 2 - Heiligensee/Konradshöhe, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
berlin/west-3-borsigwalde-freie-scholle,https://www.booking.com/searchresults.html?ss=West%203%20-%20Borsigwalde/Freie%20Scholle%2C%20Berlin%2C%20Germany,"West 3 - Borsigwalde/Freie Scholle, Berlin, Germany","West 3 - Borsigwalde/Freie Scholle, Berlin, Germany",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
